dataset,tournament,round,percent,games_link,tournament_link
lets_check,47th Annual World Open,6,62,http://view.chessbase.com/cbreader/2022/9/11/Game235905625.html,https://theweekinchess.com/html/twic1287.html
lets_check,47th Annual World Open,7,20,http://view.chessbase.com/cbreader/2022/9/11/Game235905625.html,https://theweekinchess.com/html/twic1287.html
lets_check,47th Annual World Open,8,39,http://view.chessbase.com/cbreader/2022/9/11/Game235905625.html,https://theweekinchess.com/html/twic1287.html
lets_check,ch-USA Junior 2019,1,65,http://view.chessbase.com/cbreader/2022/9/11/Game235758187.html,https://theweekinchess.com/html/twic1289.html
lets_check,ch-USA Junior 2019,2,71,http://view.chessbase.com/cbreader/2022/9/11/Game235758187.html,https://theweekinchess.com/html/twic1289.html
lets_check,ch-USA Junior 2019,3,73,http://view.chessbase.com/cbreader/2022/9/11/Game235758187.html,https://theweekinchess.com/html/twic1289.html
lets_check,ch-USA Junior 2019,5,29,http://view.chessbase.com/cbreader/2022/9/11/Game235758187.html,https://theweekinchess.com/html/twic1289.html
lets_check,ch-USA Junior 2019,6,30,http://view.chessbase.com/cbreader/2022/9/11/Game235758187.html,https://theweekinchess.com/html/twic1289.html
lets_check,ch-USA Junior 2019,7,46,http://view.chessbase.com/cbreader/2022/9/11/Game235758187.html,https://theweekinchess.com/html/twic1289.html
lets_check,ch-USA Junior 2019,8,71,http://view.chessbase.com/cbreader/2022/9/11/Game235758187.html,https://theweekinchess.com/html/twic1289.html
lets_check,ch-USA Junior 2019,9,58,http://view.chessbase.com/cbreader/2022/9/11/Game235758187.html,https://theweekinchess.com/html/twic1289.html
lets_check,13th Philadelphia Int,1,55,http://view.chessbase.com/cbreader/2022/9/11/Game235649140.html,
lets_check,13th Philadelphia Int,2,85,http://view.chessbase.com/cbreader/2022/9/11/Game235649140.html,
lets_check,13th Philadelphia Int,3,51,http://view.chessbase.com/cbreader/2022/9/11/Game235649140.html,
lets_check,13th Philadelphia Int,4,64,http://view.chessbase.com/cbreader/2022/9/11/Game235649140.html,
lets_check,13th Philadelphia Int,5,53,http://view.chessbase.com/cbreader/2022/9/11/Game235649140.html,
lets_check,13th Philadelphia Int,7,59,http://view.chessbase.com/cbreader/2022/9/11/Game235649140.html,
lets_check,13th Philadelphia Int,8,77,http://view.chessbase.com/cbreader/2022/9/11/Game235649140.html,
lets_check,13th Philadelphia Int,9,36,http://view.chessbase.com/cbreader/2022/9/11/Game235649140.html,
lets_check,US Chess Masters 2019,1,77,http://view.chessbase.com/cbreader/2022/9/11/Game235538562.html,http://chess-results.com/tnr462572.aspx?lan=1&art=9&fed=USA&snr=28
lets_check,US Chess Masters 2019,2,51,http://view.chessbase.com/cbreader/2022/9/11/Game235538562.html,http://chess-results.com/tnr462572.aspx?lan=1&art=9&fed=USA&snr=28
lets_check,US Chess Masters 2019,4,70,http://view.chessbase.com/cbreader/2022/9/11/Game235538562.html,http://chess-results.com/tnr462572.aspx?lan=1&art=9&fed=USA&snr=28
lets_check,US Chess Masters 2019,6,54,http://view.chessbase.com/cbreader/2022/9/11/Game235538562.html,http://chess-results.com/tnr462572.aspx?lan=1&art=9&fed=USA&snr=28
lets_check,US Chess Masters 2019,8,47,http://view.chessbase.com/cbreader/2022/9/11/Game235538562.html,http://chess-results.com/tnr462572.aspx?lan=1&art=9&fed=USA&snr=28
lets_check,World Youth Open U16 2019,1,62,http://view.chessbase.com/cbreader/2022/9/11/Game235247546.html,http://chess-results.com/tnr470708.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,World Youth Open U16 2019,2,70,http://view.chessbase.com/cbreader/2022/9/11/Game235247546.html,http://chess-results.com/tnr470708.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,World Youth Open U16 2019,3,62,http://view.chessbase.com/cbreader/2022/9/11/Game235247546.html,http://chess-results.com/tnr470708.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,World Youth Open U16 2019,4,50,http://view.chessbase.com/cbreader/2022/9/11/Game235247546.html,http://chess-results.com/tnr470708.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,World Youth Open U16 2019,6,56,http://view.chessbase.com/cbreader/2022/9/11/Game235247546.html,http://chess-results.com/tnr470708.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,World Youth Open U16 2019,7,64,http://view.chessbase.com/cbreader/2022/9/11/Game235247546.html,http://chess-results.com/tnr470708.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,World Youth Open U16 2019,8,100,http://view.chessbase.com/cbreader/2022/9/11/Game235247546.html,http://chess-results.com/tnr470708.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,World Youth Open U16 2019,9,44,http://view.chessbase.com/cbreader/2022/9/11/Game235247546.html,http://chess-results.com/tnr470708.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,World Youth Open U16 2019,10,23,http://view.chessbase.com/cbreader/2022/9/11/Game235247546.html,http://chess-results.com/tnr470708.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,World Youth Open U16 2019,11,39,http://view.chessbase.com/cbreader/2022/9/11/Game235247546.html,http://chess-results.com/tnr470708.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,103rd ch-Marshall CC 2019,1,49,http://view.chessbase.com/cbreader/2022/9/11/Game234967687.html,https://theweekinchess.com/html/twic1307.html
lets_check,103rd ch-Marshall CC 2019,2,94,http://view.chessbase.com/cbreader/2022/9/11/Game234967687.html,https://theweekinchess.com/html/twic1307.html
lets_check,103rd ch-Marshall CC 2019,3,72,http://view.chessbase.com/cbreader/2022/9/11/Game234967687.html,https://theweekinchess.com/html/twic1307.html
lets_check,103rd ch-Marshall CC 2019,4,59,http://view.chessbase.com/cbreader/2022/9/11/Game234967687.html,https://theweekinchess.com/html/twic1307.html
lets_check,103rd ch-Marshall CC 2019,5,44,http://view.chessbase.com/cbreader/2022/9/11/Game234967687.html,https://theweekinchess.com/html/twic1307.html
lets_check,103rd ch-Marshall CC 2019,6,71,http://view.chessbase.com/cbreader/2022/9/11/Game234967687.html,https://theweekinchess.com/html/twic1307.html
lets_check,103rd ch-Marshall CC 2019,7,71,http://view.chessbase.com/cbreader/2022/9/11/Game234967687.html,https://theweekinchess.com/html/twic1307.html
lets_check,103rd ch-Marshall CC 2019,8,53,http://view.chessbase.com/cbreader/2022/9/11/Game234967687.html,https://theweekinchess.com/html/twic1307.html
lets_check,29th North American Open,1,51,http://view.chessbase.com/cbreader/2022/9/11/Game234871468.html,https://theweekinchess.com/html/twic1313.html
lets_check,29th North American Open,2,47,http://view.chessbase.com/cbreader/2022/9/11/Game234871468.html,https://theweekinchess.com/html/twic1313.html
lets_check,29th North American Open,3,73,http://view.chessbase.com/cbreader/2022/9/11/Game234871468.html,https://theweekinchess.com/html/twic1313.html
lets_check,29th North American Open,4,61,http://view.chessbase.com/cbreader/2022/9/11/Game234871468.html,https://theweekinchess.com/html/twic1313.html
lets_check,29th North American Open,6,54,http://view.chessbase.com/cbreader/2022/9/11/Game234871468.html,https://theweekinchess.com/html/twic1313.html
lets_check,29th North American Open,7,50,http://view.chessbase.com/cbreader/2022/9/11/Game234871468.html,https://theweekinchess.com/html/twic1313.html
lets_check,29th North American Open,8,88,http://view.chessbase.com/cbreader/2022/9/11/Game234871468.html,https://theweekinchess.com/html/twic1313.html
lets_check,29th North American Open,9,88,http://view.chessbase.com/cbreader/2022/9/11/Game234871468.html,https://theweekinchess.com/html/twic1313.html
lets_check,Marshall GM Norm 2020,2,81,http://view.chessbase.com/cbreader/2022/9/11/Game234459875.html,https://theweekinchess.com/html/twic1321.html
lets_check,Marshall GM Norm 2020,3,66,http://view.chessbase.com/cbreader/2022/9/11/Game234459875.html,https://theweekinchess.com/html/twic1321.html
lets_check,Marshall GM Norm 2020,4,58,http://view.chessbase.com/cbreader/2022/9/11/Game234459875.html,https://theweekinchess.com/html/twic1321.html
lets_check,Marshall GM Norm 2020,5,83,http://view.chessbase.com/cbreader/2022/9/11/Game234459875.html,https://theweekinchess.com/html/twic1321.html
lets_check,Marshall GM Norm 2020,6,55,http://view.chessbase.com/cbreader/2022/9/11/Game234459875.html,https://theweekinchess.com/html/twic1321.html
lets_check,Marshall GM Norm 2020,7,40,http://view.chessbase.com/cbreader/2022/9/11/Game234459875.html,https://theweekinchess.com/html/twic1321.html
lets_check,Marshall GM Norm 2020,8,100,http://view.chessbase.com/cbreader/2022/9/11/Game234459875.html,https://theweekinchess.com/html/twic1321.html
lets_check,Marshall GM Norm 2020,10,79,http://view.chessbase.com/cbreader/2022/9/11/Game234459875.html,https://theweekinchess.com/html/twic1321.html
lets_check,SPICE Cup Open 2020,1,68,http://view.chessbase.com/cbreader/2022/9/9/Game134332531.html,https://theweekinchess.com/html/twic1355.html
lets_check,SPICE Cup Open 2020,2,62,http://view.chessbase.com/cbreader/2022/9/9/Game134332531.html,https://theweekinchess.com/html/twic1355.html
lets_check,SPICE Cup Open 2020,3,61,http://view.chessbase.com/cbreader/2022/9/9/Game134332531.html,https://theweekinchess.com/html/twic1355.html
lets_check,SPICE Cup Open 2020,4,70,http://view.chessbase.com/cbreader/2022/9/9/Game134332531.html,https://theweekinchess.com/html/twic1355.html
lets_check,SPICE Cup Open 2020,5,69,http://view.chessbase.com/cbreader/2022/9/9/Game134332531.html,https://theweekinchess.com/html/twic1355.html
lets_check,SPICE Cup Open 2020,6,62,http://view.chessbase.com/cbreader/2022/9/9/Game134332531.html,https://theweekinchess.com/html/twic1355.html
lets_check,SPICE Cup Open 2020,7,90,http://view.chessbase.com/cbreader/2022/9/9/Game134332531.html,https://theweekinchess.com/html/twic1355.html
lets_check,SPICE Cup Open 2020,8,74,http://view.chessbase.com/cbreader/2022/9/9/Game134332531.html,https://theweekinchess.com/html/twic1355.html
lets_check,SPICE Cup Open 2020,9,69,http://view.chessbase.com/cbreader/2022/9/9/Game134332531.html,https://theweekinchess.com/html/twic1355.html
lets_check,CCCSA Fall Invitational 2020,1,96,http://view.chessbase.com/cbreader/2022/9/13/Game53102421.html,https://theweekinchess.com/html/twic1352.html
lets_check,CCCSA Fall Invitational 2020,2,59,http://view.chessbase.com/cbreader/2022/9/13/Game53102421.html,https://theweekinchess.com/html/twic1352.html
lets_check,CCCSA Fall Invitational 2020,3,61,http://view.chessbase.com/cbreader/2022/9/13/Game53102421.html,https://theweekinchess.com/html/twic1352.html
lets_check,CCCSA Fall Invitational 2020,4,72,http://view.chessbase.com/cbreader/2022/9/13/Game53102421.html,https://theweekinchess.com/html/twic1352.html
lets_check,CCCSA Fall Invitational 2020,5,69,http://view.chessbase.com/cbreader/2022/9/13/Game53102421.html,https://theweekinchess.com/html/twic1352.html
lets_check,CCCSA Fall Invitational 2020,6,100,http://view.chessbase.com/cbreader/2022/9/13/Game53102421.html,https://theweekinchess.com/html/twic1352.html
lets_check,CCCSA Fall Invitational 2020,8,72,http://view.chessbase.com/cbreader/2022/9/13/Game53102421.html,https://theweekinchess.com/html/twic1352.html
lets_check,US Class Master 2020,2,50,http://view.chessbase.com/cbreader/2022/9/9/Game139111671.html,https://theweekinchess.com/html/twic1357.html
lets_check,US Class Master 2020,3,25,http://view.chessbase.com/cbreader/2022/9/9/Game139111671.html,https://theweekinchess.com/html/twic1357.html
lets_check,US Class Master 2020,4,57,http://view.chessbase.com/cbreader/2022/9/9/Game139111671.html,https://theweekinchess.com/html/twic1357.html
lets_check,7th Sunway Sitges 2020,1,69,http://view.chessbase.com/cbreader/2022/9/9/Game138956187.html,http://chess-results.com/tnr537209.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=24
lets_check,7th Sunway Sitges 2020,2,80,http://view.chessbase.com/cbreader/2022/9/9/Game138956187.html,http://chess-results.com/tnr537209.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=24
lets_check,7th Sunway Sitges 2020,3,51,http://view.chessbase.com/cbreader/2022/9/9/Game138956187.html,http://chess-results.com/tnr537209.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=24
lets_check,7th Sunway Sitges 2020,4,63,http://view.chessbase.com/cbreader/2022/9/9/Game138956187.html,http://chess-results.com/tnr537209.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=24
lets_check,7th Sunway Sitges 2020,5,72,http://view.chessbase.com/cbreader/2022/9/9/Game138956187.html,http://chess-results.com/tnr537209.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=24
lets_check,7th Sunway Sitges 2020,6,100,http://view.chessbase.com/cbreader/2022/9/9/Game138956187.html,http://chess-results.com/tnr537209.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=24
lets_check,7th Sunway Sitges 2020,7,72,http://view.chessbase.com/cbreader/2022/9/9/Game138956187.html,http://chess-results.com/tnr537209.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=24
lets_check,7th Sunway Sitges 2020,8,73,http://view.chessbase.com/cbreader/2022/9/9/Game138956187.html,http://chess-results.com/tnr537209.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=24
lets_check,7th Sunway Sitges 2020,9,88,http://view.chessbase.com/cbreader/2022/9/9/Game138956187.html,http://chess-results.com/tnr537209.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=24
lets_check,7th Sunway Sitges 2020,10,56,http://view.chessbase.com/cbreader/2022/9/9/Game138956187.html,http://chess-results.com/tnr537209.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=24
lets_check,5th Vergani Cup Dec 2020,1,65,http://view.chessbase.com/cbreader/2022/9/9/Game140955796.html,http://chess-results.com/tnr544564.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=9
lets_check,5th Vergani Cup Dec 2020,2,66,http://view.chessbase.com/cbreader/2022/9/9/Game140955796.html,http://chess-results.com/tnr544564.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=9
lets_check,5th Vergani Cup Dec 2020,3,71,http://view.chessbase.com/cbreader/2022/9/9/Game140955796.html,http://chess-results.com/tnr544564.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=9
lets_check,5th Vergani Cup Dec 2020,4,51,http://view.chessbase.com/cbreader/2022/9/9/Game140955796.html,http://chess-results.com/tnr544564.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=9
lets_check,5th Vergani Cup Dec 2020,5,73,http://view.chessbase.com/cbreader/2022/9/9/Game140955796.html,http://chess-results.com/tnr544564.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=9
lets_check,5th Vergani Cup Dec 2020,6,49,http://view.chessbase.com/cbreader/2022/9/9/Game140955796.html,http://chess-results.com/tnr544564.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=9
lets_check,5th Vergani Cup Dec 2020,7,90,http://view.chessbase.com/cbreader/2022/9/9/Game140955796.html,http://chess-results.com/tnr544564.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=9
lets_check,5th Vergani Cup Dec 2020,8,68,http://view.chessbase.com/cbreader/2022/9/9/Game140955796.html,http://chess-results.com/tnr544564.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=9
lets_check,5th Vergani Cup Jan 2021,3,86,http://view.chessbase.com/cbreader/2022/9/9/Game141087437.html,http://chess-results.com/tnr532844.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=12
lets_check,5th Vergani Cup Jan 2021,4,58,http://view.chessbase.com/cbreader/2022/9/9/Game141087437.html,http://chess-results.com/tnr532844.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=12
lets_check,5th Vergani Cup Jan 2021,5,84,http://view.chessbase.com/cbreader/2022/9/9/Game141087437.html,http://chess-results.com/tnr532844.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=12
lets_check,5th Vergani Cup Jan 2021,6,54,http://view.chessbase.com/cbreader/2022/9/9/Game141087437.html,http://chess-results.com/tnr532844.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=12
lets_check,5th Vergani Cup Jan 2021,7,78,http://view.chessbase.com/cbreader/2022/9/9/Game141087437.html,http://chess-results.com/tnr532844.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=12
lets_check,5th Vergani Cup Jan 2021,8,62,http://view.chessbase.com/cbreader/2022/9/9/Game141087437.html,http://chess-results.com/tnr532844.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=12
lets_check,Paracin Winter GM 2021,2,62,http://view.chessbase.com/cbreader/2022/9/10/Game146752531.html,http://chess-results.com/tnr538966.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Paracin Winter GM 2021,3,83,http://view.chessbase.com/cbreader/2022/9/10/Game146752531.html,http://chess-results.com/tnr538966.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Paracin Winter GM 2021,4,69,http://view.chessbase.com/cbreader/2022/9/10/Game146752531.html,http://chess-results.com/tnr538966.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Paracin Winter GM 2021,5,71,http://view.chessbase.com/cbreader/2022/9/10/Game146752531.html,http://chess-results.com/tnr538966.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Paracin Winter GM 2021,6,38,http://view.chessbase.com/cbreader/2022/9/10/Game146752531.html,http://chess-results.com/tnr538966.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Paracin Winter GM 2021,7,90,http://view.chessbase.com/cbreader/2022/9/10/Game146752531.html,http://chess-results.com/tnr538966.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Paracin Winter GM 2021,9,56,http://view.chessbase.com/cbreader/2022/9/10/Game146752531.html,http://chess-results.com/tnr538966.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=4
lets_check,Paracin Orbis 1 GM 202,1,96,http://view.chessbase.com/cbreader/2022/9/10/Game152550390.html,http://chess-results.com/tnr538971.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,Paracin Orbis 1 GM 202,2,68,http://view.chessbase.com/cbreader/2022/9/10/Game152550390.html,http://chess-results.com/tnr538971.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,Paracin Orbis 1 GM 202,3,79,http://view.chessbase.com/cbreader/2022/9/10/Game152550390.html,http://chess-results.com/tnr538971.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,Paracin Orbis 1 GM 202,4,97,http://view.chessbase.com/cbreader/2022/9/10/Game152550390.html,http://chess-results.com/tnr538971.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,Paracin Orbis 1 GM 202,5,61,http://view.chessbase.com/cbreader/2022/9/10/Game152550390.html,http://chess-results.com/tnr538971.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,Paracin Orbis 1 GM 202,6,49,http://view.chessbase.com/cbreader/2022/9/10/Game152550390.html,http://chess-results.com/tnr538971.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,Paracin Orbis 1 GM 202,7,49,http://view.chessbase.com/cbreader/2022/9/10/Game152550390.html,http://chess-results.com/tnr538971.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,Paracin Orbis 1 GM 202,8,44,http://view.chessbase.com/cbreader/2022/9/10/Game152550390.html,http://chess-results.com/tnr538971.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,Paracin Orbis 1 GM 202,9,66,http://view.chessbase.com/cbreader/2022/9/10/Game152550390.html,http://chess-results.com/tnr538971.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,RADNICKICHESS T2R-GM 2021,1,17,http://view.chessbase.com/cbreader/2022/10/6/Game422416703.html,http://chess-results.com/tnr546243.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=8
lets_check,RADNICKICHESS T2R-GM 2021,2,75,http://view.chessbase.com/cbreader/2022/10/6/Game422416703.html,http://chess-results.com/tnr546243.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=8
lets_check,RADNICKICHESS T2R-GM 2021,3,60,http://view.chessbase.com/cbreader/2022/10/6/Game422416703.html,http://chess-results.com/tnr546243.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=8
lets_check,RADNICKICHESS T2R-GM 2021,4,61,http://view.chessbase.com/cbreader/2022/10/6/Game422416703.html,http://chess-results.com/tnr546243.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=8
lets_check,RADNICKICHESS T2R-GM 2021,6,65,http://view.chessbase.com/cbreader/2022/10/6/Game422416703.html,http://chess-results.com/tnr546243.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=8
lets_check,RADNICKICHESS T2R-GM 2021,7,38,http://view.chessbase.com/cbreader/2022/10/6/Game422416703.html,http://chess-results.com/tnr546243.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=8
lets_check,Third Sat Mix 157 2021,1,98,http://view.chessbase.com/cbreader/2022/9/10/Game228875953.html,http://chess-results.com/tnr544435.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=3
lets_check,Third Sat Mix 157 2021,2,71,http://view.chessbase.com/cbreader/2022/9/10/Game228875953.html,http://chess-results.com/tnr544435.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=3
lets_check,Third Sat Mix 157 2021,3,93,http://view.chessbase.com/cbreader/2022/9/10/Game228875953.html,http://chess-results.com/tnr544435.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=3
lets_check,Third Sat Mix 157 2021,4,55,http://view.chessbase.com/cbreader/2022/9/10/Game228875953.html,http://chess-results.com/tnr544435.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=3
lets_check,Third Sat Mix 157 2021,5,92,http://view.chessbase.com/cbreader/2022/9/10/Game228875953.html,http://chess-results.com/tnr544435.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=3
lets_check,Third Sat Mix 157 2021,6,59,http://view.chessbase.com/cbreader/2022/9/10/Game228875953.html,http://chess-results.com/tnr544435.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=3
lets_check,Third Sat Mix 157 2021,7,42,http://view.chessbase.com/cbreader/2022/9/10/Game228875953.html,http://chess-results.com/tnr544435.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=3
lets_check,Third Sat Mix 157 2021,8,48,http://view.chessbase.com/cbreader/2022/9/10/Game228875953.html,http://chess-results.com/tnr544435.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=3
lets_check,Third Sat Mix 157 2021,9,55,http://view.chessbase.com/cbreader/2022/9/10/Game228875953.html,http://chess-results.com/tnr544435.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=3
lets_check,1st Spring Weekend 2021,1,74,http://view.chessbase.com/cbreader/2022/9/10/Game229355843.html,https://theweekinchess.com/html/twic1375.html
lets_check,1st Spring Weekend 2021,2,43,http://view.chessbase.com/cbreader/2022/9/10/Game229355843.html,https://theweekinchess.com/html/twic1375.html
lets_check,1st Spring Weekend 2021,3,78,http://view.chessbase.com/cbreader/2022/9/10/Game229355843.html,https://theweekinchess.com/html/twic1375.html
lets_check,1st Spring Weekend 2021,4,59,http://view.chessbase.com/cbreader/2022/9/10/Game229355843.html,https://theweekinchess.com/html/twic1375.html
lets_check,1st Spring Weekend 2021,5,75,http://view.chessbase.com/cbreader/2022/9/10/Game229355843.html,https://theweekinchess.com/html/twic1375.html
lets_check,First GM Mix Bassano 2021,1,60,http://view.chessbase.com/cbreader/2022/9/10/Game229978921.html,http://chess-results.com/tnr546467.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,First GM Mix Bassano 2021,2,50,http://view.chessbase.com/cbreader/2022/9/10/Game229978921.html,http://chess-results.com/tnr546467.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,First GM Mix Bassano 2021,3,87,http://view.chessbase.com/cbreader/2022/9/10/Game229978921.html,http://chess-results.com/tnr546467.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,First GM Mix Bassano 2021,4,85,http://view.chessbase.com/cbreader/2022/9/10/Game229978921.html,http://chess-results.com/tnr546467.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,First GM Mix Bassano 2021,5,100,http://view.chessbase.com/cbreader/2022/9/10/Game229978921.html,http://chess-results.com/tnr546467.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
lets_check,First GM Mix Bassano 2021,6,79,http://view.chessbase.com/cbreader/2022/9/10/Game229978921.html,http://chess-results.com/tnr546467.aspx?lan=1&art=9&fed=USA&turdet=YES&flag=30&snr=1
